srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|cache control|server|method|unique service name|notification sub type|request version|search type|notification type|search target|uri,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|55205|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|36964,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|48949,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.193|192.168.1.249|17|3098|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|33003,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|59675,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|60624,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|34366,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|58331,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|47305,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|48624,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|42155|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|49950,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|35309,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|47326,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|48658,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|43483|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|60493,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|59270|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|45611|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|36727,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|48726,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|34154,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|36342|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|35964,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|34636,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|35930,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|35991,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|47009|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|45336,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|57391,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|59243|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|34064|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|47275|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|46727,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|45435,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|44109,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|45411,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|51165,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|58783,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|34099|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|57171,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|57172,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|57083|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|48310|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|urn:schemas-upnp-org:device:InternetGatewayDevice:1|*,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|34434,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|59705,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|64142,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|47795,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|35785,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|58488,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|60727,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|57115,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|35918,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|47898,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|59880,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|46558,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|46551,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|46595,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|44976|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:WANConnectionDevice:1|ssdp:alive|HTTP/1.1|null|urn:schemas-upnp-org:device:WANConnectionDevice:1|null|*,,
null|null|0x0800|192.168.1.248|239.255.255.250|17|53173|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|63634,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|1900|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|ssdp:all|*,,
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|51243,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.193|192.168.1.249|17|3128|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|52716,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|37280|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|33326|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|53151,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.177|17|1900|49152,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|53269,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|62725,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.248|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|53584,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|64221,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3080,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|64059,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|55638,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.223|192.168.1.249|17|3152|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.1|192.168.1.249|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|59881,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|56298,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|56372,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.209|17|1900|51420,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|53420,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.193|17|1900|3080,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3080,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.208|17|1900|65173,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|53173|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|192.168.1.208|17|1900|52679,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|3942,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.208|17|1900|53741,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.209|17|1900|60799,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|1900|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|ssdp:all|*,,
null|null|0x0800|192.168.1.1|192.168.1.248|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3147,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3080,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|53173|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:WANConnectionDevice:1|ssdp:alive|HTTP/1.1|null|urn:schemas-upnp-org:device:WANConnectionDevice:1|null|*,,
null|null|0x0800|192.168.1.248|239.255.255.250|17|58612|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.223|192.168.1.248|17|3150|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|38297|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|239.255.255.250|17|49581|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|3942,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.193|192.168.1.248|17|3138|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.240|192.168.1.248|17|56010|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.240|192.168.1.248|17|33021|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|39321,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.240|192.168.1.248|17|50969|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|1900|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|ssdp:all|*,,
null|null|0x0800|192.168.1.240|192.168.1.248|17|51958|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|58610,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.1|192.168.1.248|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3147,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|59701,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|54483,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.180|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.159|192.168.1.248|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|62765,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|52018|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|60571,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|62429,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.243|17|1900|64038,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|57284,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|38519,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|38521,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|54420,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|51533,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.240|192.168.1.248|17|33630|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|57415,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|50820,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.223|192.168.1.248|17|3311|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|41071|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|58541,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|54735,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|55893,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|36059,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.243|17|1900|49347,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3306,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|45762,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.193|192.168.1.248|17|3297|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|60757|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.240|192.168.1.248|17|35177|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|54675,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|54095,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|38297|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|58461,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.223|192.168.1.248|17|3320|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|33386,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.240|192.168.1.248|17|57100|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|33342,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.193|192.168.1.248|17|3313|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|53902,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.240|192.168.1.248|17|51581|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|55244|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|192.168.1.243|17|1900|61634,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|44500,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|39170,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|33837,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|45864,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|44696|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3219,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|3942,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|44990,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.239|17|1900|33434,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|55255,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|34013,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.177|17|1900|49152,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.208|17|1900|55467,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.180|17|1900|3942,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.243|17|1900|57546,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.205|192.168.1.248|17|55915|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|59119,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.208|17|1900|54521,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|46382,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|53424,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3080,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|37254,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|53848,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.193|17|1900|3306,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.243|17|1900|60334,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|52576,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.1|192.168.1.248|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.243|17|1900|56080,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.243|17|1900|60618,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.208|17|1900|58917,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.243|17|1900|52933,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|44891,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|56619|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|239.255.255.250|17|49638|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.223|192.168.1.248|17|3082|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|42766,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.193|192.168.1.248|17|3082|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|42823,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|1900|1900|null|null|M-SEARCH|null|null|HTTP/1.1|"""ssdp:discover"""|null|ssdp:all|*,,
null|null|0x0800|192.168.1.248|192.168.1.208|17|1900|53885,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.159|192.168.1.248|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|44396,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|1901,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.249|17|1900|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.205|192.168.1.248|17|40003|1900,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.225|17|1900|57411,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|239.255.255.250|17|41071|1900|max-age=60|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|NOTIFY|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|ssdp:alive|HTTP/1.1|null|upnp:rootdevice|null|*,,
null|null|0x0800|192.168.1.248|192.168.1.240|17|1900|45750,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.248|192.168.1.208|17|1900|64769,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|39521,,|null|null|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50546,,|null|null|null|null|null|null|null|null|null|null
