srcMac,,, dstMac,,, ethType,,, srcIp,,, dstIp,,, ipProto,,, srcPort,,, dstPort,,,authentication_credential,,,method,,,host,,,request-version,,,uri,,,authentication_type,,,user-agent,,
null,,,null,,,0x0800,,,54.255.158.82,,,192.168.1.143,,,6,,,80,,,58348,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.255.155.168,,,192.168.1.143,,,6,,,80,,,56447,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.77.191.7,,,6,,,34143,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.109.183,,,192.168.1.143,,,6,,,80,,,53888,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,192.168.1.240,,,6,,,80,,,35770,,,,,,POST,,,192.168.1.143,,,HTTP/1.1,,, /login.fcgi,,,,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T810 Build/MMB29K),,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.73.19,,,6,,,41056,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.255.158.82,,,6,,,40830,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.73.19,,,192.168.1.143,,,6,,,80,,,55249,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.117.156,,,6,,,39231,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,51670,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.73.19,,,192.168.1.143,,,6,,,80,,,43272,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.109.183,,,192.168.1.143,,,6,,,80,,,52564,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.15.95,,,192.168.1.143,,,6,,,80,,,39179,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.174.247,,,192.168.1.143,,,6,,,80,,,49519,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.219.43,,,192.168.1.143,,,6,,,80,,,35641,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,54878,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.254.170.235,,,192.168.1.143,,,6,,,80,,,33333,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.76.93.148,,,6,,,41351,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.109.183,,,192.168.1.143,,,6,,,80,,,38265,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,41505,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,41506,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.147.223,,,192.168.1.143,,,6,,,80,,,47617,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,51623,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,59023,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.251.136.150,,,6,,,49781,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.220.255.1,,,6,,,46957,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.76.104.38,,,192.168.1.143,,,6,,,80,,,39446,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,42846,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.76.104.38,,,6,,,51492,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,49307,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.56.22,,,192.168.1.143,,,6,,,80,,,57579,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.117.156,,,6,,,58423,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.179.144.186,,,6,,,46272,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.77.191.7,,,6,,,41131,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,42856,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.117.156,,,6,,,50416,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.117.156,,,192.168.1.143,,,6,,,80,,,59861,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.255.158.82,,,192.168.1.143,,,6,,,80,,,35679,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.78.233,,,192.168.1.143,,,6,,,80,,,47650,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.220.56.22,,,6,,,38298,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.220.147.223,,,6,,,52339,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.221.12.125,,,6,,,52502,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.254.251.1,,,192.168.1.143,,,6,,,80,,,45638,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,48000,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.40.93,,,192.168.1.143,,,6,,,80,,,35882,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.109.183,,,192.168.1.143,,,6,,,80,,,52520,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,51636,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.219.43,,,6,,,55644,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,50306,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.82.120,,,192.168.1.143,,,6,,,80,,,34771,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,47400,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.76.27.173,,,6,,,36119,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,42868,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.221.128.65,,,6,,,51783,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.254.251.1,,,192.168.1.143,,,6,,,80,,,58935,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,54832,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.220.255.1,,,6,,,45628,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.221.127.70,,,6,,,57477,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,58921,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.49.32,,,192.168.1.143,,,6,,,80,,,55393,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.255.158.82,,,192.168.1.143,,,6,,,80,,,35616,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.73.19,,,6,,,37791,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.78.233,,,192.168.1.143,,,6,,,80,,,52135,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.148.203,,,6,,,43188,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.254.251.1,,,6,,,41456,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.73.19,,,6,,,57823,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.77.191.7,,,6,,,50126,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.109.183,,,192.168.1.143,,,6,,,80,,,51296,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.174.247,,,6,,,47877,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.77.109.183,,,6,,,58971,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.221.128.65,,,192.168.1.143,,,6,,,80,,,37621,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.220.239.112,,,6,,,33843,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.251.136.150,,,6,,,41292,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.73.19,,,192.168.1.143,,,6,,,80,,,57859,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.76.210.178,,,192.168.1.143,,,6,,,80,,,40807,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,38181,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.117.156,,,192.168.1.143,,,6,,,80,,,60814,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,35423,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.44.255,,,192.168.1.143,,,6,,,80,,,57315,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.254.251.1,,,6,,,41457,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,51603,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,39955,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,42807,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.73.19,,,6,,,51119,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.147.223,,,192.168.1.143,,,6,,,80,,,45016,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.254.170.235,,,192.168.1.143,,,6,,,80,,,53718,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.179.144.186,,,6,,,50767,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.65.77,,,192.168.1.143,,,6,,,80,,,42822,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.73.19,,,192.168.1.143,,,6,,,80,,,45855,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.77.191.7,,,192.168.1.143,,,6,,,80,,,38633,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.240,,,192.168.1.143,,,6,,,43743,,,80,,,,,,POST,,,192.168.1.143,,,HTTP/1.1,,, /wireless_status.fcgi,,,,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T810 Build/MMB29K),,
null,,,null,,,0x0800,,,52.74.117.156,,,192.168.1.143,,,6,,,80,,,46534,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,49576,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.179.144.186,,,6,,,38830,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.76.104.38,,,6,,,55678,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.254.170.235,,,6,,,57771,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.221.128.65,,,192.168.1.143,,,6,,,80,,,51979,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.147.223,,,192.168.1.143,,,6,,,80,,,46364,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.73.19,,,6,,,50790,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.221.128.65,,,192.168.1.143,,,6,,,80,,,48329,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.117.156,,,192.168.1.143,,,6,,,80,,,59805,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.254.170.235,,,192.168.1.143,,,6,,,80,,,40492,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.77.191.7,,,6,,,35954,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.73.19,,,6,,,38114,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.148.203,,,192.168.1.143,,,6,,,80,,,32981,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.220.147.223,,,6,,,45746,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,50077,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.254.170.235,,,192.168.1.143,,,6,,,80,,,52404,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.179.144.186,,,6,,,51963,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.221.127.70,,,192.168.1.143,,,6,,,80,,,41708,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,35426,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.255.155.168,,,192.168.1.143,,,6,,,80,,,51557,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.147.223,,,192.168.1.143,,,6,,,80,,,59660,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.148.203,,,6,,,59827,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.219.43,,,6,,,38336,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.174.247,,,6,,,33854,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.254.227.152,,,6,,,57383,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.117.156,,,192.168.1.143,,,6,,,80,,,34521,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.221.127.70,,,6,,,52934,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.169.65.77,,,6,,,38052,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.221.127.70,,,6,,,40210,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.221.126.58,,,192.168.1.143,,,6,,,80,,,52332,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.179.144.186,,,6,,,42574,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.169.40.93,,,192.168.1.143,,,6,,,80,,,45274,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.179.144.186,,,192.168.1.143,,,6,,,80,,,50159,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.117.156,,,192.168.1.143,,,6,,,80,,,51078,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.77.191.7,,,6,,,55635,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.78.233,,,192.168.1.143,,,6,,,80,,,52142,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.220.147.223,,,192.168.1.143,,,6,,,80,,,60660,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,54.254.170.235,,,192.168.1.143,,,6,,,80,,,51102,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.74.117.156,,,192.168.1.143,,,6,,,80,,,47825,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.76.104.38,,,192.168.1.143,,,6,,,80,,,57280,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.221.127.70,,,6,,,41672,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.74.73.19,,,6,,,38158,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.76.201.235,,,6,,,37721,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,54.254.170.235,,,6,,,44938,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,192.168.1.143,,,52.77.191.7,,,6,,,57786,,,80,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
null,,,null,,,0x0800,,,52.221.127.70,,,192.168.1.143,,,6,,,80,,,46481,,,,,,GET,,,aps1-relay.tplinkcloud.com,,,HTTP/1.0,,, /status,,,,,,hehe,,
