srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|method|host|request-version|uri,,|uri|user-agent,,
null|null|0x0800|192.168.1.239|192.168.1.159|6|53013|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54477|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|36471|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|37670|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|36472|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54474|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|36470|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|49530|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|50210|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|53019|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|52872|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|52874|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|52875|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|52876|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|52877|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|52878|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|52879|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|38593|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|38594|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|39450|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|38599|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|37268|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|37269|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|38597|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|38598|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|37267|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|38595|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|37264|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|37265|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|52880|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|49532|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|50209|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|50208|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|50207|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|50206|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|50205|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|50203|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|50202|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|49271|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|49270|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|49534|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|53015|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|49533|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54479|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|53016|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|37271|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|37272|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|37270|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|49536|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|53017|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|49535|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|49269|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|49266|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|49268|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|49267|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|53018|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|39958|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|37428|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|37427|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|37425|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|47250|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58828|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58829|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|46185|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58831|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|47251|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|46187|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|37429|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|46188|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|35289|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46896|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58835|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58834|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58833|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58832|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58836|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|35288|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|57578|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|57580|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|57583|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|57581|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|57582|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|57577|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46897|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46898|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46899|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|38004|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54597|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|59490|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|38003|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54596|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|39337|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|38002|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54599|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|49528|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54598|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|39339|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54593|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52196|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|49529|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54592|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|39200|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|38006|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54595|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|38005|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|46189|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|59496|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|59495|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|38000|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52904|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|59494|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52905|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|59493|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52906|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52907|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|59492|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54941|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|40077|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|54940|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|40076|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|40079|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|40078|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|40072|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|40075|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|40074|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|47241|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|35627|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|35629|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|35628|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|36451|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|35630|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|35632|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|35631|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52192|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|35634|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|35633|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52193|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52194|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|36450|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52195|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|59626|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|59625|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|59624|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|34057|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|59619|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|59618|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46301|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|59623|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|59622|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|59621|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46307|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46303|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|34059|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46304|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46305|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|46306|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52191|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52188|80|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.239|192.168.1.159|6|52189|80|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58390|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58394|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58393|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58392|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58397|GET|192.168.1.159|HTTP/1.1| /api/uRKZ5dbJ3h2UD08kLJZRFcdFejNFssp-2tJ2yyMC/lights,,|null|null
null|null|0x0800|192.168.1.159|192.168.1.239|6|80|58396|GET|192.168.1.159|HTTP/1.1| /description.xml,,|null|null
