srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|cache control|server|response phrase|response version|unique service name|status code|location|search target,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|53483|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|43829|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|43828|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|42535|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|49904|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|43832|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|40245|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|41198|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|43907|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:service:WANIPConnection:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:service:WANIPConnection:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|47646|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|48718|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|53344|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|41357|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|42677|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|53278|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|41818|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|60848|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|200.0|http://192.168.1.249:49152/rootDesc.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|40594|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52616|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|40625|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|37022|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|53981|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|38332|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|41977|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52699|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|51366|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|37040|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50077|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|37090|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|42937|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|40310|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|54986|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|42994|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|40330|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|51028|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52340|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52291|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|53732|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|45350|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|39209|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|53772|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|41781|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52491|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.193|17|1900|3080|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|200.0|http://192.168.1.249:49152/rootDesc.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|44976|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|45760|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|56475|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|55137|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|45913|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|63610|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|44635|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|42436|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|56613|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|44559|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|55203|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|45857|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|57875|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:service:WANPPPConnection:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:service:WANPPPConnection:1,,
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|63598|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|43276|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|55260|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|52011|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|58919|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|46849|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|45511|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|58876|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|1900|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|57535|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|34887|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|57514|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|57587|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|44249|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|38704|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|34980|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|58925|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|33640|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|56334|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|60698|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|44383|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|56346|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|55091|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|41209|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|37982|1900,,|null|null|null|null|null|null|null|null
